titles,urls,interactions,imgs
"FA Cup winner odds: Favourites, contenders & outsiders to win 2021-22 tournament ",https://www.goal.com/en-ng/news/fa-cup-winner-odds-favourites-contenders-and-outsiders-to/bltc999fb5def2ef632,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Why is there no Premier League football this weekend & which games are on TV?,https://www.goal.com/en-ng/news/why-is-there-no-premier-league-football-this-weekend-games/bltdab658f1309f9c76,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
"Chelsea vs Spurs in WSL rearranged for March 23, live on Sky",https://www.skysports.com/football/news/28508/12525708/chelsea-vs-tottenham-womens-super-league-fixture-rearranged-for-march-23-live-on-sky-sports,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Rangers condemn racist abuse of Ofoborh,https://www.skysports.com/football/news/30964/12525654/nnamdi-ofoborh-rangers-midfielder-racially-abused-online-as-he-plays-fifa,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
'£50m down the drain' or a victim of Man Utd culture -where did it all go wrong for Martial?,https://www.goal.com/en-ng/news/50m-down-drain-victim-man-utd-culture-martial/bltdbbe15265cfbd826,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Bohemians follow Ajax with Bob Marley-inspired away jersey,https://www.goal.com/en-ng/news/bohemians-ajax-bob-marley-jersey/blt3d2fa8fe7b541e6d,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
USMNT striker Dike ruled out for eight weeks amid West Brom promotion push,https://www.goal.com/en-ng/news/usmnt-dike-out-eight-weeks-west-brom/blte37ffd2290f0edd5,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Hodgson joins sixth PL club as Watford's new manager,https://www.premierleague.com/news/2463418,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
FC Barcelona channel La Masia spirit,https://www.laliga.com/en-ES/news/fc-barcelona-channel-la-masia-spirit,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
PL2 highlights: Campbell finishes clever free-kick routine,https://www.premierleague.com/news/2463039,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
How Barcelona plan to raise €100m to win Haaland transfer chase,https://www.goal.com/en-ng/news/barcelona-eur100m-haaland-transfer/blte911c91e409f16b9,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Newcastle agree £30m fee with Lyon to sign Guimaraes,https://www.skysports.com/football/news/11678/12525774/bruno-guimaraes-newcastle-agree-fee-with-lyon-in-region-of-30m-to-sign-midfielder,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Fan arrested for alleged racist abuse of Stoke player,https://www.skysports.com/football/news/12040/12525834/coventry-supporter-arrested-for-allegedly-racially-abusing-a-stoke-player-before-tuesdays-championship-game,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Jetoile aiming for Potter gold in Betfair Hurdle,https://www.skysports.com/racing/news/12040/12525823/jetoile-aiming-for-potter-gold-in-betfair-hurdle,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Afcon 2021: Morocco had plenty of chances against Malawi but hesitated a lot – Halilhodzic,https://www.goal.com/en-ng/news/afcon-2021-morocco-had-plenty-of-chances-against-malawi-but/bltc07396954b6b4557,1,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Fixture-loaded FPL options: Everton,https://www.premierleague.com/news/2463176,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Barty bidding for first Australian Open title | 'I'll enjoy it with a smile',https://www.skysports.com/tennis/news/12110/12526456/australian-open-ashleigh-barty-plans-to-enjoy-first-final-at-home-grand-slam-in-melbourne,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Afcon 2021: Power Ranking all eight quarter-finalists,https://www.goal.com/en-ng/lists/afcon-2021-power-ranking-all-eight-quarter-finalists/blt5d9058f7098cab35,1,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
BetKing Arena Show: Africa Cup of Nations quarterfinals,https://www.goal.com/en-ng/news/betking-arena-show-africa-cup-of-nations-quarterfinals/blt1fdb7eae206cd625,1,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
LaLiga Experience celebrates the 101st anniversary of Deportivo Alaves,https://www.laliga.com/en-ES/news/laliga-experience-celebrates-the-101st-anniversary-of-deportivo-alaves,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
FREE STREAM: Gainbridge LPGA LIVE!,https://www.skysports.com/golf/news/12176/12527034/lpga-tour-free-live-youtube-stream-from-gainbridge-lpga-in-florida-where-nelly-korda-defends,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Spurs in talks to sign Juve winger Kulusevski on loan,https://www.skysports.com/football/news/11675/12527453/dejan-kulusevski-tottenham-in-talks-with-juventus-over-signing-swedish-winger-on-loan,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
LaLiga Santander launches Mid-Season African MVP Award for top performing African stars in first half of LaLiga season,https://www.laliga.com/en-ES/news/laliga-santander-launches-mid-season-african-mvp-award-for-top-performing-african-stars-in-first-half-of-laliga-season,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Watch: Di Maria scores wonder goal for Argentina against Chile in World Cup qualifying win,https://www.goal.com/en-ng/news/watch-di-maria-wonder-goal-for-argentina-against-chile/blt0a7e10e08388acd7,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Erling Haaland transfer news today: Latest reports & rumours over Borussia Dortmund star's future,https://www.goal.com/en-ng/news/live/live-erling-haaland-transfer-news-and-rumours/bltcc2eac741dc861e1,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
FPL Show: Man Utd's double makes Salah move tricky,https://www.premierleague.com/news/2464996,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
"Ronaldo chilling on the beach in Dubai, Mount & Jorginho in Miami: Where are Premier League stars holidaying during the winter break?",https://www.goal.com/en-ng/news/ronaldo-beach-dubai-mount-jorginho-miami-premier-league/bltd82e51011a534d67,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Dunga: Kenya forward completes Kamatamare Sanuki loan deal from Sagan Tosu,https://www.goal.com/en-ng/news/dunga-kenya-forward-completes-kamatamare-sanuki-loan-deal/blt06b100ce08b624b2,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Trending: Black Stars fans split on Hughton as Ghana boss,https://www.goal.com/en-ng/news/trending-black-stars-fans-split-on-hughton-as-ghana-boss/blt8665f5e001ac0a33,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Reyna will be like a 'new signing' as Dortmund reveal what position USMNT star might play,https://www.goal.com/en-ng/news/reyna-new-signing-dortmund-what-position-usmnt-star-might/bltc97a9db82427baba,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Transfer news and rumours LIVE: Barca & Juve lodge loan offers for Aubameyang,https://www.goal.com/en-ng/news/live/transfer-news-and-rumours-live/bltcd62607ac5f4c89d,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Rajevac exit: Ghana should have sipped Milo a little longer,https://www.goal.com/en-ng/news/rajevac-exit-ghana-should-have-sipped-milo-a-little-longer/blta571f70812472ade,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Arsenal's loss is Newcastle's gain: Bruno Guimaraes the statement signing Magpies were seeking,https://www.goal.com/en-ng/news/bruno-guimaraes-statement-signing-newcastle/blt2245727b8352d3bb,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Fury set to fight Whyte in WBC title clash,https://www.skysports.com/boxing/news/12183/12527532/tyson-fury-set-to-fight-dillian-whyte-in-wbc-heavyweight-championship-fight,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Horarios de la jornada 24 de LaLiga Santander 2021-22,https://www.laliga.com/en-ES/news/horarios-de-la-jornada-24-de-laliga-santander-2021-22,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
'Holocaust testimony teaches players about tolerance',https://www.premierleague.com/news/2464572,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Afcon 2021: Cech tips Mendy and Senegal to lift title in Cameroon,https://www.goal.com/en-ng/news/afcon-2021-cech-tips-mendy-senegal-to-lift-title-in-cameroon/blt7b4ea70a6caa32e3,1,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
LaLiga kicks off 2022 with football galore and a global ad campaign,https://www.laliga.com/en-ES/news/laliga-kicks-off-2022-with-football-galore-and-a-global-ad-campaign,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
"Huddersfield vs Stoke: Predictions, odds & betting tips",https://www.goal.com/en-ng/news/huddersfield-vs-stoke-predictions-odds-and-betting-tips/blt2854fcc2767e4d99,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Top 5 upsets at AFCON 2021 ,https://punchng.com/top-5-upsets-at-afcon-2021/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Salah: Winning AFCON my biggest dream ,https://punchng.com/salah-winning-afcon-my-biggest-dream/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Aboubakar: Cameroon’s goalscoring machine taking football by storm ,https://punchng.com/aboubakar-cameroons-goalscoring-machine-taking-football-by-storm/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Mbappe heaps praises on Hakimi after AFCON display ,https://punchng.com/mbappe-heaps-praises-on-hakimi-after-afcon-display/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Eunisell backs Eagles to bounce back after AFCON exit ,https://punchng.com/eunisell-backs-eagles-to-bounce-back-after-afcon-exit/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Cameroon govt to improve access to Olembe stadium after stampede ,https://punchng.com/cameroon-govt-to-improve-access-to-olembe-stadium-after-stampede/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 AFCON: Super Eagles will bounce back -Ola Aina ,https://punchng.com/afcon-super-eagles-will-bounce-back-ola-aina/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" Prepare for unstable loan markets, IMF tells Nigeria, others ",https://punchng.com/prepare-for-unstable-loan-markets-imf-tells-nigeria-others/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" Ghana can't beat Nigeria in World Cup qualifier, says Ghanaian lawmaker ",https://punchng.com/ghana-cant-beat-nigeria-in-world-cup-qualifier-says-ghanaian-lawmaker/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Reps minority caucus backs TI report on Nigeria ,https://punchng.com/reps-minority-caucus-backs-ti-report-on-nigeria/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Bits Academy Nigeria gets NABTEB accreditation ,https://punchng.com/bits-academy-nigeria-gets-nabteb-accreditation/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Binatone launches new products in Nigeria ,https://punchng.com/binatone-launches-new-products-in-nigeria/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" LCCI, CABC seek to strengthen Nigeria-China economic ties ",https://punchng.com/lcci-cabc-seek-to-strengthen-nigeria-china-economic-ties/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" Waldrum calls up Plumptre, Alozie 33 others for Ivory Coast clash ",https://punchng.com/waldrum-calls-up-plumptre-alozie-33-others-for-ivory-coast-clash/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 APC chairmanship: CSOs tackle Sani Musa over anti-social media bill ,https://punchng.com/apc-chairmanship-csos-tackle-senator-sani-musa-over-anti-social-media-bill/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" NBA Africa, Hennessy to host lifestyle event in Lagos ",https://punchng.com/nba-africa-hennessy-to-host-lifestyle-event-in-lagos/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Barty to meet Collins in Australian Open final ,https://punchng.com/barty-to-meet-collins-in-australian-open-final/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" North-West APC legislators endorse Bello for 2023 presidency, back Buhari ",https://punchng.com/north-west-apc-legislators-endorse-bello-for-2023-presidency-back-buhari/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" Buhari-led APC has surpassed US in terms of infrastructure, says Fashola ",https://punchng.com/buhari-led-apc-has-surpassed-us-in-terms-of-infrastructure-says-fashola/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
"FG unveils NIPOST’s debit card, banking platform, courier vehicles",https://punchng.com/fg-unveils-niposts-debit-card-banking-platform-courier-vehicles/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 We remain prepared to support serious investors - Buhari ,https://punchng.com/we-remain-prepared-to-support-serious-investors-buhari/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 2023 presidency: Northern group seeks support for Umahi ,https://punchng.com/2023-presidency-northern-group-seeks-support-for-umahi/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Liverpool favourites to sign Porto's Diaz -Report,https://punchng.com/liverpool-favourites-to-sign-portos-diaz-report/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Osun 2022: Ex-gov Akande gifts Oyetola horse to symbolise support,https://punchng.com/osun-2022-ex-gov-akande-gifts-oyetola-horse-to-symbolise-support/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Fayose seeks Makinde’s support to win Ekiti governorship ,https://punchng.com/fayose-seeks-makindes-support-to-win-ekiti-governorship/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
Tyson Fury vs Dillian Whyte heavyweight title fight confirmed,https://punchng.com/tyson-fury-vs-dillian-whyte-heavyweight-title-fight-confirmed/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" Osun 2022: PDP clears six aspirants, fixes primary for March 7 ",https://punchng.com/osun-2022-pdp-clears-six-aspirants-fixes-primary-for-march-7/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 APC primary: Fayemi declares Thursday work-free day for Ekiti schools ,https://punchng.com/apc-primary-fayemi-declares-thursday-work-free-day-for-ekiti-schools/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 NLNG gets Senate’s ultimatum on N18bn compensation for 73 Rivers communities ,https://punchng.com/nlng-gets-senates-ultimatum-on-n18bn-compensation-for-73-rivers-communities/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Ekiti 2022: Fayemi calls for peaceful conduct as APC primary holds today ,https://punchng.com/ekiti-2022-fayemi-calls-for-peaceful-conduct-as-apc-primary-holds-today/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" Abia, Imo farm estates ready for inauguration –FG ",https://punchng.com/abia-imo-farm-estates-ready-for-inauguration-fg/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" APC primary: Seven Ekiti gov aspirants withdraw amid protest, call for cancellation ",https://punchng.com/apc-primary-seven-ekiti-gov-aspirants-withdraw-amid-protest-call-for-cancellation/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" Rivers votes N8.2bn for 10th flyover, eyes CBN’s N2.5bn for healthcare ",https://punchng.com/rivers-votes-n8-2bn-for-10th-flyover-eyes-cbns-n2-5bn-for-healthcare/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" Transfer: Tottenham in talks for Luis Diaz, Arsenal defender ",https://punchng.com/transfer-tottenham-in-talks-for-luis-diaz-arsenal-defender/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" US, Canada win to lead CONCACAF World Cup race ",https://punchng.com/us-canada-win-to-lead-concacaf-world-cup-race/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Infantino under attack over African migrants comment ,https://punchng.com/infantino-under-attack-over-african-migrants-comment/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" Newcastle agree £30m for Lyon midfielder, Guimaraes ",https://punchng.com/newcastle-agree-30m-for-lyon-midfielder-guimaraes/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" Neymar meets Kanye West, gushes on Instagram ",https://punchng.com/neymar-meets-kanye-west-gushes-on-instagram/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Barty crushes America's Keys to make Australian Open final ,https://punchng.com/barty-crushes-americas-keys-to-make-australian-open-final/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Olympic champion Csollany who opposed vaccination dies of COVID-19 ,https://punchng.com/olympic-champion-csollany-who-opposed-vaccination-dies-of-covid-19/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
"Zoning: Buhari will guide APC, says Gov Abiodun",https://punchng.com/zoning-buhari-will-guide-apc-says-gov-abiodun/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Ekiti 2022: Ex-Gov Segun Oni's supporters reject PDP gov primary result ,https://punchng.com/ekiti-2022-ex-gov-segun-onis-supporters-reject-pdp-gov-primary-result/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" 2023 Presidency: Tinubu fit, not older than Biden, Trump –APC chieftain ",https://punchng.com/2023-presidency-tinubu-fit-not-older-than-biden-trump-apc-chieftain/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
" Protest: Ekiti APC primary election not postponed, says party ",https://punchng.com/protest-ekiti-apc-primary-election-not-postponed-says-party/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
 Watford fans doubt 24-year-old Kalu’s age ,https://punchng.com/watford-fans-doubt-24-year-old-kalus-age/,0,https://media.istockphoto.com/vectors/news-vector-id918880270?k=20&m=918880270&s=612x612&w=0&h=bDcgr9jhiRYCPMUhVdLKD5ouIc5daM4qMcaPPapppQI=
